0.000000000000000000e+00 1.383409313260161588e-02 -4.057089925798287172e-02 -3.893780704036431395e-02 -2.637163536133701677e-02 -4.971736270386459787e-03 -1.290260394823663712e-02 -7.361400619054505289e-04 3.683812334897834250e-04 -5.741623729722811209e-03 -3.642075919918530500e-03 -2.383608665285844377e-03 3.468968955929083511e-03 -1.630646199881471753e-03 9.946937330331312097e-04 -9.717041468527836149e-04
5.000000000000000278e-02 -8.032348921586580925e-02 9.347685614482040273e-02 6.499889790995902472e-02 5.896104466756413136e-03 -4.837656335777679173e-02 -1.012213336392472733e-02 -5.062213960120382807e-03 -1.587193496085376881e-02 -1.321653786059493255e-02 -4.810813948602677033e-03 -2.890994404462581078e-03 -2.494319793598667734e-03 -4.325130579000502004e-03 -3.170414789521748197e-03 -5.147443645682441352e-03
1.000000000000000056e-01 1.255779773640223196e-01 -4.675211277767540863e-02 -7.227431965264632940e-02 1.333689981880276272e-02 -1.333502197765111877e-02 -2.342707276390874199e-02 6.789209418155249184e-03 6.804360396782850248e-03 -3.314984365039934031e-03 -1.526473221397006697e-02 -6.823841556139556910e-03 -1.162295253584550575e-02 -9.698946682362286423e-03 -8.642255380472236778e-03 -8.133916728185842937e-03
1.500000000000000222e-01 -8.147810679825759350e-02 -4.640819575871688030e-03 2.397594257091373651e-03 -7.494433605992963099e-02 -3.952894108610478796e-02 1.768438476685132987e-03 1.325936031578160007e-03 -1.493293305417286651e-02 -5.241645725271279303e-03 -1.699190438524697533e-02 -1.112989579904271817e-02 -1.719624861734809704e-02 -1.226568166679143160e-02 -1.499015454844883008e-02 -1.237461807463184453e-02
2.000000000000000111e-01 -1.870733135848290374e-03 -2.887181485816804963e-02 4.969726227788462403e-03 4.958914008225942527e-02 -3.581947809439487568e-02 -1.553821981571312620e-02 -1.137199988691542027e-02 -5.287872421150531868e-03 -1.406208898178305453e-02 -1.619688920722795258e-02 -2.145115483489784536e-02 -1.901921603757911888e-02 -1.650175630617554956e-02 -1.672821969638901493e-02 -1.651787338171730249e-02
2.500000000000000000e-01 4.755716836599593877e-02 -1.256757305075996145e-01 -2.588292848338051566e-03 -7.733671672904079974e-02 -1.386803191933523235e-02 -2.782500643420776631e-02 -2.069661973496939034e-02 -1.561099263456026953e-02 -1.078493182239220922e-02 -8.979036082460577564e-03 -2.731869963944507859e-02 -1.647957629152949771e-02 -1.668577682353277955e-02 -1.798952595214920597e-02 -1.660543863948208548e-02
3.000000000000000444e-01 3.572885422128602162e-02 1.996226366161951010e-02 -2.217096514044266525e-02 3.168370314302629276e-03 -8.413227661806890745e-02 -4.909590944351885367e-02 -3.532812146731900693e-02 -1.328822732276314922e-02 -2.037522980779202936e-02 -2.939158470889170760e-02 -1.996609380491770613e-02 -2.041860331971144180e-02 -1.712963602068633129e-02 -1.934586209960794181e-02 -1.913792667706137873e-02
3.500000000000000333e-01 4.902063078018881193e-04 -6.840725139827348589e-02 2.400317457651108058e-02 -4.487338322997443119e-02 8.383094441268175434e-03 -1.142949349988011537e-03 -1.399396779818432024e-02 -1.021613639652230697e-02 -1.666102974104466741e-02 -2.320086110943837474e-02 -3.034342700428066530e-02 -1.984963951405447485e-02 -2.262643560513930008e-02 -1.996213717786789535e-02 -2.118988530077246801e-02
4.000000000000000222e-01 -3.663721483595130946e-02 1.064486085950542699e-01 -3.801021457563653894e-02 2.235889603403291501e-02 1.672885045413605512e-02 -8.000884136248153158e-03 -3.595895494919336410e-02 -2.335831965086896528e-02 -2.096273242775862841e-02 -2.289398484352369104e-02 -2.262235105669418989e-02 -2.346455493920897653e-02 -1.939351932306657492e-02 -2.052665770739113202e-02 -2.304596628222202459e-02
4.500000000000000111e-01 1.617560596282116570e-01 4.196462904978012082e-02 -2.013643589977514095e-02 -8.494389430634594063e-02 -5.220637923359323224e-02 5.202049583350607659e-03 -3.537658264828158483e-02 -3.971666955767425011e-02 -5.760480137604906750e-03 -1.448350349527067864e-02 -1.249137042877394334e-02 -2.377128842270174666e-02 -2.013812813385998379e-02 -2.159264954128095951e-02 -2.113446304464933548e-02
